"","MIN","total_reads","no_samples","parent_MIN","type","rank"
"1","MZP_000000001",1507864,88,"MZP_000000001","parent",4
"2","MZP_000004449",4,1,"MZP_000000001","pseudogene",4830
"3","MZP_000010110",2,1,"MZP_000000001","pseudogene",8943
"4","MZP_000010178",2,1,"MZP_000000001","pseudogene",9010
"5","MZP_000004962",2,1,"MZP_000000001","pseudogene",6444
"6","MZP_000004967",2,1,"MZP_000000001","pseudogene",6449
"7","MZP_000004969",2,1,"MZP_000000001","pseudogene",6451
"8","MZP_000005145",2,1,"MZP_000000001","pseudogene",6626
"9","MZP_000005150",2,1,"MZP_000000001","pseudogene",6631
"10","MZP_000005152",2,1,"MZP_000000001","pseudogene",6633
"11","MZP_000005153",2,1,"MZP_000000001","pseudogene",6634
"12","MZP_000005155",2,1,"MZP_000000001","pseudogene",6636
"13","MZP_000005156",2,1,"MZP_000000001","pseudogene",6637
"14","MZP_000005158",2,1,"MZP_000000001","pseudogene",6639
"15","MZP_000006981",2,1,"MZP_000000001","pseudogene",6988
"16","MZP_000010116",2,1,"MZP_000000001","pseudogene",8949
"17","MZP_000010123",2,1,"MZP_000000001","pseudogene",8956
"18","MZP_000010142",2,1,"MZP_000000001","pseudogene",8974
"19","MZP_000010147",2,1,"MZP_000000001","pseudogene",8979
"20","MZP_000010151",2,1,"MZP_000000001","pseudogene",8983
"21","MZP_000010154",2,1,"MZP_000000001","pseudogene",8986
"22","MZP_000010157",2,1,"MZP_000000001","pseudogene",8989
"23","MZP_000010158",2,1,"MZP_000000001","pseudogene",8990
"24","MZP_000010159",2,1,"MZP_000000001","pseudogene",8991
"25","MZP_000010162",2,1,"MZP_000000001","pseudogene",8994
"26","MZP_000010164",2,1,"MZP_000000001","pseudogene",8996
"27","MZP_000010165",2,1,"MZP_000000001","pseudogene",8997
"28","MZP_000010167",2,1,"MZP_000000001","pseudogene",8999
"29","MZP_000010168",2,1,"MZP_000000001","pseudogene",9000
"30","MZP_000010171",2,1,"MZP_000000001","pseudogene",9003
"31","MZP_000010180",2,1,"MZP_000000001","pseudogene",9012
"32","MZP_000010182",2,1,"MZP_000000001","pseudogene",9014
"33","MZP_000010185",2,1,"MZP_000000001","pseudogene",9017
"34","MZP_000010189",2,1,"MZP_000000001","pseudogene",9021
"35","MZP_000010190",2,1,"MZP_000000001","pseudogene",9022
"36","MZP_000010196",2,1,"MZP_000000001","pseudogene",9028
"37","MZP_000010604",2,1,"MZP_000000001","pseudogene",9434
"38","MZP_000010610",2,1,"MZP_000000001","pseudogene",9440
"39","MZP_000010612",2,1,"MZP_000000001","pseudogene",9442
"40","MZP_000010614",2,1,"MZP_000000001","pseudogene",9444
"41","MZP_000010615",2,1,"MZP_000000001","pseudogene",9445
"42","MZP_000010617",2,1,"MZP_000000001","pseudogene",9447
"43","MZP_000010618",2,1,"MZP_000000001","pseudogene",9448
"44","MZP_000010630",2,1,"MZP_000000001","pseudogene",9460
"45","MZP_000010634",2,1,"MZP_000000001","pseudogene",9464
"46","MZP_000010638",2,1,"MZP_000000001","pseudogene",9468
"47","MZP_000010639",2,1,"MZP_000000001","pseudogene",9469
"48","MZP_000010643",2,1,"MZP_000000001","pseudogene",9473
"49","MZP_000010646",2,1,"MZP_000000001","pseudogene",9476
"50","MZP_000010649",2,1,"MZP_000000001","pseudogene",9479
"51","MZP_000013267",2,1,"MZP_000000001","pseudogene",10415
"52","MZP_000004968",2,1,"MZP_000000001","pseudogene",6450
"53","MZP_000010132",2,1,"MZP_000000001","pseudogene",8965
"54","MZP_000010176",2,1,"MZP_000000001","pseudogene",9008
"55","MZP_000010181",2,1,"MZP_000000001","pseudogene",9013
"56","MZP_000010195",2,1,"MZP_000000001","pseudogene",9027
"57","MZP_000010455",2,1,"MZP_000000001","pseudogene",9286
"58","MZP_000010637",2,1,"MZP_000000001","pseudogene",9467
"59","MZP_000010648",2,1,"MZP_000000001","pseudogene",9478
"60","MZP_000005148",2,1,"MZP_000000001","pseudogene",6629
"61","MZP_000000002",2281760,157,"MZP_000000002","parent",1
"62","MZP_000003815",28,5,"MZP_000000002","pseudogene",2081
"63","MZP_000003826",26,3,"MZP_000000002","pseudogene",2150
"64","MZP_000003996",12,1,"MZP_000000002","pseudogene",2985
"65","MZP_000003423",11,4,"MZP_000000002","pseudogene",3028
"66","MZP_000004012",10,4,"MZP_000000002","pseudogene",3114
"67","MZP_000003618",10,4,"MZP_000000002","pseudogene",3112
"68","MZP_000007563",7,2,"MZP_000000002","pseudogene",3720
"69","MZP_000003619",6,4,"MZP_000000002","pseudogene",3821
"70","MZP_000003691",6,1,"MZP_000000002","pseudogene",4031
"71","MZP_000006611",6,1,"MZP_000000002","pseudogene",4142
"72","MZP_000007397",6,1,"MZP_000000002","pseudogene",4148
"73","MZP_000005400",5,3,"MZP_000000002","pseudogene",4265
"74","MZP_000007858",4,2,"MZP_000000002","pseudogene",4621
"75","MZP_000013504",4,2,"MZP_000000002","pseudogene",4682
"76","MZP_000007853",4,1,"MZP_000000002","pseudogene",5046
"77","MZP_000007952",4,1,"MZP_000000002","pseudogene",5130
"78","MZP_000014029",4,1,"MZP_000000002","pseudogene",5321
"79","MZP_000004339",4,1,"MZP_000000002","pseudogene",4748
"80","MZP_000001198",3,1,"MZP_000000002","pseudogene",5444
"81","MZP_000013845",3,1,"MZP_000000002","pseudogene",5689
"82","MZP_000013997",3,1,"MZP_000000002","pseudogene",5727
"83","MZP_000005352",2,1,"MZP_000000002","pseudogene",6823
"84","MZP_000005366",2,1,"MZP_000000002","pseudogene",6837
"85","MZP_000005381",2,1,"MZP_000000002","pseudogene",6852
"86","MZP_000008262",2,1,"MZP_000000002","pseudogene",7117
"87","MZP_000009842",2,1,"MZP_000000002","pseudogene",8678
"88","MZP_000010104",2,1,"MZP_000000002","pseudogene",8937
"89","MZP_000010208",2,1,"MZP_000000002","pseudogene",9040
"90","MZP_000010370",2,1,"MZP_000000002","pseudogene",9201
"91","MZP_000010453",2,1,"MZP_000000002","pseudogene",9284
"92","MZP_000010817",2,1,"MZP_000000002","pseudogene",9646
"93","MZP_000011024",2,1,"MZP_000000002","pseudogene",9852
"94","MZP_000011036",2,1,"MZP_000000002","pseudogene",9864
"95","MZP_000011117",2,1,"MZP_000000002","pseudogene",9945
"96","MZP_000011162",2,1,"MZP_000000002","pseudogene",9989
"97","MZP_000011260",2,1,"MZP_000000002","pseudogene",10087
"98","MZP_000013217",2,1,"MZP_000000002","pseudogene",10374
"99","MZP_000013493",2,1,"MZP_000000002","pseudogene",10514
"100","MZP_000004922",2,1,"MZP_000000002","pseudogene",6404
"101","MZP_000001274",2,1,"MZP_000000002","pseudogene",5929
"102","MZP_000004560",2,1,"MZP_000000002","pseudogene",6048
"103","MZP_000004569",2,1,"MZP_000000002","pseudogene",6056
"104","MZP_000004580",2,1,"MZP_000000002","pseudogene",6067
"105","MZP_000004658",2,1,"MZP_000000002","pseudogene",6143
"106","MZP_000004800",2,1,"MZP_000000002","pseudogene",6283
"107","MZP_000004835",2,1,"MZP_000000002","pseudogene",6317
"108","MZP_000004897",2,1,"MZP_000000002","pseudogene",6379
"109","MZP_000004944",2,1,"MZP_000000002","pseudogene",6426
"110","MZP_000004973",2,1,"MZP_000000002","pseudogene",6455
"111","MZP_000004982",2,1,"MZP_000000002","pseudogene",6464
"112","MZP_000004983",2,1,"MZP_000000002","pseudogene",6465
"113","MZP_000005042",2,1,"MZP_000000002","pseudogene",6524
"114","MZP_000005061",2,1,"MZP_000000002","pseudogene",6543
"115","MZP_000005195",2,1,"MZP_000000002","pseudogene",6676
"116","MZP_000005203",2,1,"MZP_000000002","pseudogene",6684
"117","MZP_000005207",2,1,"MZP_000000002","pseudogene",6688
"118","MZP_000005225",2,1,"MZP_000000002","pseudogene",6705
"119","MZP_000005228",2,1,"MZP_000000002","pseudogene",6708
"120","MZP_000005237",2,1,"MZP_000000002","pseudogene",6717
"121","MZP_000005398",2,1,"MZP_000000002","pseudogene",6868
"122","MZP_000005414",2,1,"MZP_000000002","pseudogene",6882
"123","MZP_000005419",2,1,"MZP_000000002","pseudogene",6887
"124","MZP_000008210",2,1,"MZP_000000002","pseudogene",7065
"125","MZP_000008237",2,1,"MZP_000000002","pseudogene",7092
"126","MZP_000008251",2,1,"MZP_000000002","pseudogene",7106
"127","MZP_000008289",2,1,"MZP_000000002","pseudogene",7144
"128","MZP_000008295",2,1,"MZP_000000002","pseudogene",7150
"129","MZP_000008297",2,1,"MZP_000000002","pseudogene",7152
"130","MZP_000008300",2,1,"MZP_000000002","pseudogene",7155
"131","MZP_000008370",2,1,"MZP_000000002","pseudogene",7224
"132","MZP_000008380",2,1,"MZP_000000002","pseudogene",7234
"133","MZP_000008438",2,1,"MZP_000000002","pseudogene",7292
"134","MZP_000008471",2,1,"MZP_000000002","pseudogene",7325
"135","MZP_000008477",2,1,"MZP_000000002","pseudogene",7331
"136","MZP_000008482",2,1,"MZP_000000002","pseudogene",7336
"137","MZP_000008515",2,1,"MZP_000000002","pseudogene",7369
"138","MZP_000008598",2,1,"MZP_000000002","pseudogene",7450
"139","MZP_000008603",2,1,"MZP_000000002","pseudogene",7455
"140","MZP_000008621",2,1,"MZP_000000002","pseudogene",7473
"141","MZP_000008682",2,1,"MZP_000000002","pseudogene",7533
"142","MZP_000008708",2,1,"MZP_000000002","pseudogene",7559
"143","MZP_000008741",2,1,"MZP_000000002","pseudogene",7591
"144","MZP_000008752",2,1,"MZP_000000002","pseudogene",7602
"145","MZP_000008847",2,1,"MZP_000000002","pseudogene",7697
"146","MZP_000009176",2,1,"MZP_000000002","pseudogene",8021
"147","MZP_000009240",2,1,"MZP_000000002","pseudogene",8085
"148","MZP_000009242",2,1,"MZP_000000002","pseudogene",8086
"149","MZP_000009465",2,1,"MZP_000000002","pseudogene",8307
"150","MZP_000009503",2,1,"MZP_000000002","pseudogene",8345
"151","MZP_000009538",2,1,"MZP_000000002","pseudogene",8379
"152","MZP_000009582",2,1,"MZP_000000002","pseudogene",8422
"153","MZP_000009611",2,1,"MZP_000000002","pseudogene",8451
"154","MZP_000009616",2,1,"MZP_000000002","pseudogene",8456
"155","MZP_000009628",2,1,"MZP_000000002","pseudogene",8468
"156","MZP_000009634",2,1,"MZP_000000002","pseudogene",8474
"157","MZP_000009678",2,1,"MZP_000000002","pseudogene",8517
"158","MZP_000009714",2,1,"MZP_000000002","pseudogene",8552
"159","MZP_000009729",2,1,"MZP_000000002","pseudogene",8567
"160","MZP_000009863",2,1,"MZP_000000002","pseudogene",8698
"161","MZP_000009896",2,1,"MZP_000000002","pseudogene",8730
"162","MZP_000009947",2,1,"MZP_000000002","pseudogene",8781
"163","MZP_000009949",2,1,"MZP_000000002","pseudogene",8783
"164","MZP_000009979",2,1,"MZP_000000002","pseudogene",8813
"165","MZP_000010015",2,1,"MZP_000000002","pseudogene",8849
"166","MZP_000010021",2,1,"MZP_000000002","pseudogene",8855
"167","MZP_000010139",2,1,"MZP_000000002","pseudogene",8971
"168","MZP_000010213",2,1,"MZP_000000002","pseudogene",9045
"169","MZP_000010309",2,1,"MZP_000000002","pseudogene",9141
"170","MZP_000010361",2,1,"MZP_000000002","pseudogene",9192
"171","MZP_000010420",2,1,"MZP_000000002","pseudogene",9251
"172","MZP_000010424",2,1,"MZP_000000002","pseudogene",9255
"173","MZP_000010489",2,1,"MZP_000000002","pseudogene",9320
"174","MZP_000010658",2,1,"MZP_000000002","pseudogene",9488
"175","MZP_000010748",2,1,"MZP_000000002","pseudogene",9577
"176","MZP_000010775",2,1,"MZP_000000002","pseudogene",9604
"177","MZP_000010783",2,1,"MZP_000000002","pseudogene",9612
"178","MZP_000010785",2,1,"MZP_000000002","pseudogene",9614
"179","MZP_000010790",2,1,"MZP_000000002","pseudogene",9619
"180","MZP_000010794",2,1,"MZP_000000002","pseudogene",9623
"181","MZP_000010822",2,1,"MZP_000000002","pseudogene",9651
"182","MZP_000010906",2,1,"MZP_000000002","pseudogene",9735
"183","MZP_000010930",2,1,"MZP_000000002","pseudogene",9759
"184","MZP_000011021",2,1,"MZP_000000002","pseudogene",9849
"185","MZP_000011094",2,1,"MZP_000000002","pseudogene",9922
"186","MZP_000011114",2,1,"MZP_000000002","pseudogene",9942
"187","MZP_000011152",2,1,"MZP_000000002","pseudogene",9980
"188","MZP_000011186",2,1,"MZP_000000002","pseudogene",10013
"189","MZP_000011194",2,1,"MZP_000000002","pseudogene",10021
"190","MZP_000011201",2,1,"MZP_000000002","pseudogene",10028
"191","MZP_000011267",2,1,"MZP_000000002","pseudogene",10094
"192","MZP_000013528",2,2,"MZP_000000002","pseudogene",5882
"193","MZP_000013947",2,2,"MZP_000000002","pseudogene",5912
"194","MZP_000014046",2,1,"MZP_000000002","pseudogene",10771
"195","MZP_000004779",2,1,"MZP_000000002","pseudogene",6262
"196","MZP_000009484",2,1,"MZP_000000002","pseudogene",8326
"197","MZP_000009921",2,1,"MZP_000000002","pseudogene",8755
"198","MZP_000011137",2,1,"MZP_000000002","pseudogene",9965
"199","MZP_000004529",2,1,"MZP_000000002","pseudogene",6018
"200","MZP_000004831",2,1,"MZP_000000002","pseudogene",6313
"201","MZP_000005293",2,1,"MZP_000000002","pseudogene",6773
"202","MZP_000008579",2,1,"MZP_000000002","pseudogene",7431
"203","MZP_000009234",2,1,"MZP_000000002","pseudogene",8079
"204","MZP_000010359",2,1,"MZP_000000002","pseudogene",9190
"205","MZP_000010806",2,1,"MZP_000000002","pseudogene",9635
"206","MZP_000010944",2,1,"MZP_000000002","pseudogene",9773
"207","MZP_000000003",980826,113,"MZP_000000003","parent",10
"208","MZP_000000641",505,24,"MZP_000000003","pseudogene",656
"209","MZP_000000399",361,31,"MZP_000000003","pseudogene",743
"210","MZP_000000390",234,7,"MZP_000000003","pseudogene",873
"211","MZP_000003709",196,8,"MZP_000000003","pseudogene",946
"212","MZP_000003708",192,1,"MZP_000000003","pseudogene",954
"213","MZP_000003715",160,6,"MZP_000000003","pseudogene",1036
"214","MZP_000000751",145,3,"MZP_000000003","pseudogene",1076
"215","MZP_000000560",102,16,"MZP_000000003","pseudogene",1221
"216","MZP_000003770",40,1,"MZP_000000003","pseudogene",1797
"217","MZP_000003835",24,1,"MZP_000000003","pseudogene",2220
"218","MZP_000007299",12,2,"MZP_000000003","pseudogene",2963
"219","MZP_000003521",11,1,"MZP_000000003","pseudogene",3075
"220","MZP_000004138",10,2,"MZP_000000003","pseudogene",3187
"221","MZP_000007341",10,3,"MZP_000000003","pseudogene",3148
"222","MZP_000007431",8,1,"MZP_000000003","pseudogene",3614
"223","MZP_000001071",7,3,"MZP_000000003","pseudogene",3654
"224","MZP_000007041",6,3,"MZP_000000003","pseudogene",3858
"225","MZP_000007582",6,1,"MZP_000000003","pseudogene",4197
"226","MZP_000004223",6,2,"MZP_000000003","pseudogene",3932
"227","MZP_000003523",5,2,"MZP_000000003","pseudogene",4301
"228","MZP_000007963",4,1,"MZP_000000003","pseudogene",5140
"229","MZP_000004450",4,1,"MZP_000000003","pseudogene",4831
"230","MZP_000004473",4,1,"MZP_000000003","pseudogene",4851
"231","MZP_000007691",4,1,"MZP_000000003","pseudogene",4931
"232","MZP_000007695",4,1,"MZP_000000003","pseudogene",4934
"233","MZP_000007698",4,1,"MZP_000000003","pseudogene",4937
"234","MZP_000007868",4,1,"MZP_000000003","pseudogene",5058
"235","MZP_000004464",4,1,"MZP_000000003","pseudogene",4842
"236","MZP_000004377",4,1,"MZP_000000003","pseudogene",4774
"237","MZP_000004506",2,1,"MZP_000000003","pseudogene",5996
"238","MZP_000004509",2,1,"MZP_000000003","pseudogene",5999
"239","MZP_000004731",2,1,"MZP_000000003","pseudogene",6216
"240","MZP_000004874",2,1,"MZP_000000003","pseudogene",6356
"241","MZP_000005096",2,1,"MZP_000000003","pseudogene",6578
"242","MZP_000005099",2,1,"MZP_000000003","pseudogene",6581
"243","MZP_000005102",2,1,"MZP_000000003","pseudogene",6584
"244","MZP_000005104",2,1,"MZP_000000003","pseudogene",6586
"245","MZP_000005107",2,1,"MZP_000000003","pseudogene",6589
"246","MZP_000005110",2,1,"MZP_000000003","pseudogene",6592
"247","MZP_000005115",2,1,"MZP_000000003","pseudogene",6597
"248","MZP_000005126",2,1,"MZP_000000003","pseudogene",6608
"249","MZP_000005241",2,1,"MZP_000000003","pseudogene",6721
"250","MZP_000005243",2,1,"MZP_000000003","pseudogene",6723
"251","MZP_000005248",2,1,"MZP_000000003","pseudogene",6728
"252","MZP_000005253",2,1,"MZP_000000003","pseudogene",6733
"253","MZP_000005254",2,1,"MZP_000000003","pseudogene",6734
"254","MZP_000005271",2,1,"MZP_000000003","pseudogene",6751
"255","MZP_000005274",2,1,"MZP_000000003","pseudogene",6754
"256","MZP_000005277",2,1,"MZP_000000003","pseudogene",6757
"257","MZP_000006236",2,1,"MZP_000000003","pseudogene",6969
"258","MZP_000008211",2,1,"MZP_000000003","pseudogene",7066
"259","MZP_000008305",2,1,"MZP_000000003","pseudogene",7160
"260","MZP_000008346",2,1,"MZP_000000003","pseudogene",7200
"261","MZP_000008353",2,1,"MZP_000000003","pseudogene",7207
"262","MZP_000008358",2,1,"MZP_000000003","pseudogene",7212
"263","MZP_000008360",2,1,"MZP_000000003","pseudogene",7214
"264","MZP_000008426",2,1,"MZP_000000003","pseudogene",7280
"265","MZP_000008460",2,1,"MZP_000000003","pseudogene",7314
"266","MZP_000008466",2,1,"MZP_000000003","pseudogene",7320
"267","MZP_000008467",2,1,"MZP_000000003","pseudogene",7321
"268","MZP_000008508",2,1,"MZP_000000003","pseudogene",7362
"269","MZP_000008529",2,1,"MZP_000000003","pseudogene",7383
"270","MZP_000008530",2,1,"MZP_000000003","pseudogene",7384
"271","MZP_000008538",2,1,"MZP_000000003","pseudogene",7391
"272","MZP_000008602",2,1,"MZP_000000003","pseudogene",7454
"273","MZP_000008814",2,1,"MZP_000000003","pseudogene",7664
"274","MZP_000008822",2,1,"MZP_000000003","pseudogene",7672
"275","MZP_000008844",2,1,"MZP_000000003","pseudogene",7694
"276","MZP_000008851",2,1,"MZP_000000003","pseudogene",7700
"277","MZP_000008852",2,1,"MZP_000000003","pseudogene",7701
"278","MZP_000008911",2,1,"MZP_000000003","pseudogene",7758
"279","MZP_000008921",2,1,"MZP_000000003","pseudogene",7768
"280","MZP_000008927",2,1,"MZP_000000003","pseudogene",7774
"281","MZP_000009281",2,1,"MZP_000000003","pseudogene",8125
"282","MZP_000009459",2,1,"MZP_000000003","pseudogene",8301
"283","MZP_000009876",2,1,"MZP_000000003","pseudogene",8711
"284","MZP_000010295",2,1,"MZP_000000003","pseudogene",9127
"285","MZP_000010338",2,1,"MZP_000000003","pseudogene",9169
"286","MZP_000010355",2,1,"MZP_000000003","pseudogene",9186
"287","MZP_000010393",2,1,"MZP_000000003","pseudogene",9224
"288","MZP_000010425",2,1,"MZP_000000003","pseudogene",9256
"289","MZP_000010446",2,1,"MZP_000000003","pseudogene",9277
"290","MZP_000010500",2,1,"MZP_000000003","pseudogene",9331
"291","MZP_000010505",2,1,"MZP_000000003","pseudogene",9336
"292","MZP_000010508",2,1,"MZP_000000003","pseudogene",9339
"293","MZP_000010511",2,1,"MZP_000000003","pseudogene",9342
"294","MZP_000010513",2,1,"MZP_000000003","pseudogene",9344
"295","MZP_000010518",2,1,"MZP_000000003","pseudogene",9349
"296","MZP_000010534",2,1,"MZP_000000003","pseudogene",9365
"297","MZP_000010540",2,1,"MZP_000000003","pseudogene",9371
"298","MZP_000010541",2,1,"MZP_000000003","pseudogene",9372
"299","MZP_000010545",2,1,"MZP_000000003","pseudogene",9376
"300","MZP_000010547",2,1,"MZP_000000003","pseudogene",9378
"301","MZP_000010552",2,1,"MZP_000000003","pseudogene",9383
"302","MZP_000010560",2,1,"MZP_000000003","pseudogene",9391
"303","MZP_000010561",2,1,"MZP_000000003","pseudogene",9392
"304","MZP_000010568",2,1,"MZP_000000003","pseudogene",9398
"305","MZP_000010572",2,1,"MZP_000000003","pseudogene",9402
"306","MZP_000010696",2,1,"MZP_000000003","pseudogene",9526
"307","MZP_000010831",2,1,"MZP_000000003","pseudogene",9660
"308","MZP_000010842",2,1,"MZP_000000003","pseudogene",9671
"309","MZP_000010852",2,1,"MZP_000000003","pseudogene",9681
"310","MZP_000010864",2,1,"MZP_000000003","pseudogene",9693
"311","MZP_000010869",2,1,"MZP_000000003","pseudogene",9698
"312","MZP_000010883",2,1,"MZP_000000003","pseudogene",9712
"313","MZP_000010887",2,1,"MZP_000000003","pseudogene",9716
"314","MZP_000010901",2,1,"MZP_000000003","pseudogene",9730
"315","MZP_000010909",2,1,"MZP_000000003","pseudogene",9738
"316","MZP_000010912",2,1,"MZP_000000003","pseudogene",9741
"317","MZP_000010917",2,1,"MZP_000000003","pseudogene",9746
"318","MZP_000008898",2,1,"MZP_000000003","pseudogene",7745
"319","MZP_000004516",2,1,"MZP_000000003","pseudogene",6006
"320","MZP_000004523",2,1,"MZP_000000003","pseudogene",6012
"321","MZP_000004554",2,1,"MZP_000000003","pseudogene",6042
"322","MZP_000004772",2,1,"MZP_000000003","pseudogene",6255
"323","MZP_000004907",2,1,"MZP_000000003","pseudogene",6389
"324","MZP_000004990",2,1,"MZP_000000003","pseudogene",6472
"325","MZP_000005098",2,1,"MZP_000000003","pseudogene",6580
"326","MZP_000005101",2,1,"MZP_000000003","pseudogene",6583
"327","MZP_000005105",2,1,"MZP_000000003","pseudogene",6587
"328","MZP_000005108",2,1,"MZP_000000003","pseudogene",6590
"329","MZP_000005119",2,1,"MZP_000000003","pseudogene",6601
"330","MZP_000005264",2,1,"MZP_000000003","pseudogene",6744
"331","MZP_000005266",2,1,"MZP_000000003","pseudogene",6746
"332","MZP_000005275",2,1,"MZP_000000003","pseudogene",6755
"333","MZP_000005276",2,1,"MZP_000000003","pseudogene",6756
"334","MZP_000006240",2,1,"MZP_000000003","pseudogene",6970
"335","MZP_000006859",2,1,"MZP_000000003","pseudogene",6983
"336","MZP_000007062",2,1,"MZP_000000003","pseudogene",6995
"337","MZP_000008208",2,1,"MZP_000000003","pseudogene",7063
"338","MZP_000008216",2,1,"MZP_000000003","pseudogene",7071
"339","MZP_000008218",2,1,"MZP_000000003","pseudogene",7073
"340","MZP_000008268",2,1,"MZP_000000003","pseudogene",7123
"341","MZP_000008279",2,1,"MZP_000000003","pseudogene",7134
"342","MZP_000008439",2,1,"MZP_000000003","pseudogene",7293
"343","MZP_000008479",2,1,"MZP_000000003","pseudogene",7333
"344","MZP_000008513",2,1,"MZP_000000003","pseudogene",7367
"345","MZP_000008516",2,1,"MZP_000000003","pseudogene",7370
"346","MZP_000008818",2,1,"MZP_000000003","pseudogene",7668
"347","MZP_000008939",2,1,"MZP_000000003","pseudogene",7786
"348","MZP_000009446",2,1,"MZP_000000003","pseudogene",8289
"349","MZP_000009489",2,1,"MZP_000000003","pseudogene",8331
"350","MZP_000009735",2,1,"MZP_000000003","pseudogene",8573
"351","MZP_000009834",2,1,"MZP_000000003","pseudogene",8671
"352","MZP_000009835",2,1,"MZP_000000003","pseudogene",8672
"353","MZP_000009942",2,1,"MZP_000000003","pseudogene",8776
"354","MZP_000010001",2,1,"MZP_000000003","pseudogene",8835
"355","MZP_000010231",2,1,"MZP_000000003","pseudogene",9063
"356","MZP_000010234",2,1,"MZP_000000003","pseudogene",9066
"357","MZP_000010354",2,1,"MZP_000000003","pseudogene",9185
"358","MZP_000010395",2,1,"MZP_000000003","pseudogene",9226
"359","MZP_000010495",2,1,"MZP_000000003","pseudogene",9326
"360","MZP_000010501",2,1,"MZP_000000003","pseudogene",9332
"361","MZP_000010503",2,1,"MZP_000000003","pseudogene",9334
"362","MZP_000010546",2,1,"MZP_000000003","pseudogene",9377
"363","MZP_000010553",2,1,"MZP_000000003","pseudogene",9384
"364","MZP_000010656",2,1,"MZP_000000003","pseudogene",9486
"365","MZP_000010824",2,1,"MZP_000000003","pseudogene",9653
"366","MZP_000010835",2,1,"MZP_000000003","pseudogene",9664
"367","MZP_000010850",2,1,"MZP_000000003","pseudogene",9679
"368","MZP_000010853",2,1,"MZP_000000003","pseudogene",9682
"369","MZP_000010854",2,1,"MZP_000000003","pseudogene",9683
"370","MZP_000010855",2,1,"MZP_000000003","pseudogene",9684
"371","MZP_000010876",2,1,"MZP_000000003","pseudogene",9705
"372","MZP_000010880",2,1,"MZP_000000003","pseudogene",9709
"373","MZP_000010903",2,1,"MZP_000000003","pseudogene",9732
"374","MZP_000005265",2,1,"MZP_000000003","pseudogene",6745
"375","MZP_000006841",2,2,"MZP_000000003","pseudogene",5798
"376","MZP_000008900",2,1,"MZP_000000003","pseudogene",7747
"377","MZP_000010833",2,1,"MZP_000000003","pseudogene",9662
"378","MZP_000011226",2,1,"MZP_000000003","pseudogene",10053
"379","MZP_000004519",2,1,"MZP_000000003","pseudogene",6009
"380","MZP_000005117",2,1,"MZP_000000003","pseudogene",6599
"381","MZP_000005250",2,1,"MZP_000000003","pseudogene",6730
"382","MZP_000005446",2,1,"MZP_000000003","pseudogene",6914
"383","MZP_000008275",2,1,"MZP_000000003","pseudogene",7130
"384","MZP_000008431",2,1,"MZP_000000003","pseudogene",7285
"385","MZP_000008901",2,1,"MZP_000000003","pseudogene",7748
"386","MZP_000010229",2,1,"MZP_000000003","pseudogene",9061
"387","MZP_000010524",2,1,"MZP_000000003","pseudogene",9355
"388","MZP_000010856",2,1,"MZP_000000003","pseudogene",9685
"389","MZP_000010884",2,1,"MZP_000000003","pseudogene",9713
"390","MZP_000000004",1635815,141,"MZP_000000004","parent",2
"391","MZP_000000479",121,2,"MZP_000000004","pseudogene",1147
"392","MZP_000000485",114,2,"MZP_000000004","pseudogene",1172
"393","MZP_000000890",17,3,"MZP_000000004","pseudogene",2540
"394","MZP_000004018",10,2,"MZP_000000004","pseudogene",3174
"395","MZP_000004020",10,2,"MZP_000000004","pseudogene",3175
"396","MZP_000005950",9,2,"MZP_000000004","pseudogene",3351
"397","MZP_000001172",4,2,"MZP_000000004","pseudogene",4502
"398","MZP_000006482",3,3,"MZP_000000004","pseudogene",5343
"399","MZP_000004538",2,1,"MZP_000000004","pseudogene",6027
"400","MZP_000004786",2,1,"MZP_000000004","pseudogene",6269
"401","MZP_000008662",2,1,"MZP_000000004","pseudogene",7513
"402","MZP_000004638",2,1,"MZP_000000004","pseudogene",6123
"403","MZP_000004654",2,1,"MZP_000000004","pseudogene",6139
"404","MZP_000006483",2,2,"MZP_000000004","pseudogene",5785
"405","MZP_000006715",2,2,"MZP_000000004","pseudogene",5791
"406","MZP_000006796",2,2,"MZP_000000004","pseudogene",5793
"407","MZP_000006801",2,2,"MZP_000000004","pseudogene",5795
"408","MZP_000008229",2,1,"MZP_000000004","pseudogene",7084
"409","MZP_000008243",2,1,"MZP_000000004","pseudogene",7098
"410","MZP_000008267",2,1,"MZP_000000004","pseudogene",7122
"411","MZP_000008287",2,1,"MZP_000000004","pseudogene",7142
"412","MZP_000008357",2,1,"MZP_000000004","pseudogene",7211
"413","MZP_000008363",2,1,"MZP_000000004","pseudogene",7217
"414","MZP_000008377",2,1,"MZP_000000004","pseudogene",7231
"415","MZP_000008385",2,1,"MZP_000000004","pseudogene",7239
"416","MZP_000008386",2,1,"MZP_000000004","pseudogene",7240
"417","MZP_000008388",2,1,"MZP_000000004","pseudogene",7242
"418","MZP_000008389",2,1,"MZP_000000004","pseudogene",7243
"419","MZP_000008390",2,1,"MZP_000000004","pseudogene",7244
"420","MZP_000008391",2,1,"MZP_000000004","pseudogene",7245
"421","MZP_000008397",2,1,"MZP_000000004","pseudogene",7251
"422","MZP_000008400",2,1,"MZP_000000004","pseudogene",7254
"423","MZP_000008405",2,1,"MZP_000000004","pseudogene",7259
