"","MIN","total_reads","no_samples","parent_MIN","type","rank"
"8430","MZP_000007918",8,4,"MZP_000007918","parent",3433
"8431","MZP_000007919",4,2,"MZP_000007919","parent",4624
"8432","MZP_000007920",4,1,"MZP_000007920","parent",5104
"8433","MZP_000007921",4,2,"MZP_000007921","parent",4625
"8434","MZP_000007922",4,1,"MZP_000007922","parent",5105
"8435","MZP_000007924",4,2,"MZP_000007924","parent",4626
"8436","MZP_000007925",2,1,"MZP_000007925","parent",7047
"8437","MZP_000007926",4,1,"MZP_000007926","parent",5107
"8438","MZP_000007927",4,1,"MZP_000007927","parent",5108
"8439","MZP_000007929",4,1,"MZP_000007929","parent",5110
"8440","MZP_000007931",2,1,"MZP_000007931","parent",7048
"8441","MZP_000007933",4,1,"MZP_000007933","parent",5113
"8442","MZP_000007934",4,1,"MZP_000007934","parent",5114
"8443","MZP_000007935",6,2,"MZP_000007935","parent",3981
"8444","MZP_000007936",4,1,"MZP_000007936","parent",5115
"8445","MZP_000007937",4,1,"MZP_000007937","parent",5116
"8446","MZP_000007938",4,1,"MZP_000007938","parent",5117
"8447","MZP_000007939",4,1,"MZP_000007939","parent",5118
"8448","MZP_000007940",4,1,"MZP_000007940","parent",5119
"8449","MZP_000007941",4,1,"MZP_000007941","parent",5120
"8450","MZP_000007942",4,1,"MZP_000007942","parent",5121
"8451","MZP_000007943",4,1,"MZP_000007943","parent",5122
"8452","MZP_000007944",4,1,"MZP_000007944","parent",5123
"8453","MZP_000007945",4,1,"MZP_000007945","parent",5124
"8454","MZP_000007946",4,1,"MZP_000007946","parent",5125
"8455","MZP_000007947",4,1,"MZP_000007947","parent",5126
"8456","MZP_000007948",4,1,"MZP_000007948","parent",5127
"8457","MZP_000007950",4,1,"MZP_000007950","parent",5128
"8458","MZP_000007951",4,1,"MZP_000007951","parent",5129
"8459","MZP_000007953",4,1,"MZP_000007953","parent",5131
"8460","MZP_000007954",4,1,"MZP_000007954","parent",5132
"8461","MZP_000007955",4,1,"MZP_000007955","parent",5133
"8462","MZP_000007957",4,1,"MZP_000007957","parent",5135
"8463","MZP_000007958",4,1,"MZP_000007958","parent",5136
"8464","MZP_000007959",4,1,"MZP_000007959","parent",5137
"8465","MZP_000007960",4,1,"MZP_000007960","parent",5138
"8466","MZP_000007961",4,2,"MZP_000007961","parent",4628
"8467","MZP_000007962",4,1,"MZP_000007962","parent",5139
"8468","MZP_000007967",4,1,"MZP_000007967","parent",5144
"8469","MZP_000007968",4,1,"MZP_000007968","parent",5145
"8470","MZP_000007966",4,1,"MZP_000007969","pseudogene",5143
"8471","MZP_000007969",4,1,"MZP_000007969","parent",5146
"8472","MZP_000007970",4,1,"MZP_000007970","parent",5147
"8473","MZP_000007971",4,2,"MZP_000007971","parent",4629
"8474","MZP_000007972",2,1,"MZP_000007972","parent",7049
"8475","MZP_000007973",4,1,"MZP_000007973","parent",5148
"8476","MZP_000007974",4,1,"MZP_000007974","parent",5149
"8477","MZP_000007975",2,1,"MZP_000007975","parent",7050
"8478","MZP_000007976",2,1,"MZP_000007976","parent",7051
"8479","MZP_000007977",4,1,"MZP_000007977","parent",5150
"8480","MZP_000007978",4,1,"MZP_000007978","parent",5151
"8481","MZP_000007979",4,1,"MZP_000007979","parent",5152
"8482","MZP_000007980",4,1,"MZP_000007980","parent",5153
"8483","MZP_000007981",4,1,"MZP_000007981","parent",5154
"8484","MZP_000007982",2,1,"MZP_000007982","parent",7052
"8485","MZP_000007983",4,1,"MZP_000007983","parent",5155
"8486","MZP_000007984",2,1,"MZP_000007984","parent",7053
"8487","MZP_000007986",4,1,"MZP_000007986","parent",5157
"8488","MZP_000007987",4,1,"MZP_000007987","parent",5158
"8489","MZP_000007988",4,1,"MZP_000007988","parent",5159
"8490","MZP_000011051",2,1,"MZP_000007988","pseudogene",9879
"8491","MZP_000007989",4,1,"MZP_000007989","parent",5160
"8492","MZP_000007991",4,1,"MZP_000007991","parent",5162
"8493","MZP_000007992",4,1,"MZP_000007992","parent",5163
"8494","MZP_000007993",4,1,"MZP_000007993","parent",5164
"8495","MZP_000007995",4,1,"MZP_000007995","parent",5166
"8496","MZP_000007997",4,1,"MZP_000007997","parent",5167
"8497","MZP_000007998",2,1,"MZP_000007998","parent",7055
"8498","MZP_000008000",4,1,"MZP_000008000","parent",5168
"8499","MZP_000008001",4,1,"MZP_000008001","parent",5169
"8500","MZP_000008002",4,1,"MZP_000008002","parent",5170
"8501","MZP_000008003",4,1,"MZP_000008003","parent",5171
"8502","MZP_000008004",6,2,"MZP_000008004","parent",3982
"8503","MZP_000008005",4,1,"MZP_000008005","parent",5172
"8504","MZP_000008007",4,1,"MZP_000008007","parent",5174
"8505","MZP_000008008",4,1,"MZP_000008008","parent",5175
"8506","MZP_000008009",4,1,"MZP_000008009","parent",5176
"8507","MZP_000008010",6,2,"MZP_000008010","parent",3983
"8508","MZP_000008014",2,2,"MZP_000008014","parent",5820
"8509","MZP_000008029",2,2,"MZP_000008029","parent",5821
"8510","MZP_000008046",5,1,"MZP_000008046","parent",4422
"8511","MZP_000008049",4,1,"MZP_000008049","parent",5177
"8512","MZP_000008081",5,4,"MZP_000008081","parent",4247
"8513","MZP_000008098",2,2,"MZP_000008098","parent",5822
"8514","MZP_000008104",10,1,"MZP_000008104","parent",3276
"8515","MZP_000008121",3,2,"MZP_000008121","parent",5392
"8516","MZP_000008136",2,1,"MZP_000008136","parent",7057
"8517","MZP_000008156",4,1,"MZP_000008156","parent",5178
"8518","MZP_000008161",2,1,"MZP_000008161","parent",7058
"8519","MZP_000008164",3,2,"MZP_000008164","parent",5393
"8520","MZP_000008167",6,3,"MZP_000008167","parent",3869
"8521","MZP_000008174",3,1,"MZP_000008174","parent",5510
"8522","MZP_000008181",7,4,"MZP_000008181","parent",3651
"8523","MZP_000008185",3,2,"MZP_000008185","parent",5394
"8524","MZP_000008191",10,2,"MZP_000008191","parent",3198
"8525","MZP_000008196",2,1,"MZP_000008196","parent",7059
"8526","MZP_000008199",8,1,"MZP_000008199","parent",3622
"8527","MZP_000008201",2,1,"MZP_000008201","parent",7060
"8528","MZP_000008205",2,1,"MZP_000008205","parent",7062
"8529","MZP_000008206",12,3,"MZP_000008206","parent",2933
"8530","MZP_000008220",2,1,"MZP_000008220","parent",7075
"8531","MZP_000008221",2,1,"MZP_000008221","parent",7076
"8532","MZP_000008225",2,1,"MZP_000008225","parent",7080
"8533","MZP_000008226",2,1,"MZP_000008226","parent",7081
"8534","MZP_000008228",2,1,"MZP_000008228","parent",7083
"8535","MZP_000008230",2,1,"MZP_000008230","parent",7085
"8536","MZP_000008233",2,1,"MZP_000008233","parent",7088
"8537","MZP_000008239",2,1,"MZP_000008239","parent",7094
"8538","MZP_000008242",2,1,"MZP_000008242","parent",7097
"8539","MZP_000008244",2,1,"MZP_000008244","parent",7099
"8540","MZP_000008246",2,1,"MZP_000008246","parent",7101
"8541","MZP_000008252",2,1,"MZP_000008252","parent",7107
"8542","MZP_000008253",2,1,"MZP_000008253","parent",7108
"8543","MZP_000008256",2,1,"MZP_000008256","parent",7111
"8544","MZP_000008257",2,1,"MZP_000008257","parent",7112
"8545","MZP_000008259",2,1,"MZP_000008259","parent",7114
"8546","MZP_000008260",2,1,"MZP_000008260","parent",7115
"8547","MZP_000008264",2,1,"MZP_000008264","parent",7119
"8548","MZP_000008265",2,1,"MZP_000008265","parent",7120
"8549","MZP_000008266",2,1,"MZP_000008266","parent",7121
"8550","MZP_000008270",2,1,"MZP_000008270","parent",7125
"8551","MZP_000008274",2,1,"MZP_000008274","parent",7129
"8552","MZP_000008277",2,1,"MZP_000008277","parent",7132
"8553","MZP_000008281",2,1,"MZP_000008281","parent",7136
"8554","MZP_000008285",2,1,"MZP_000008285","parent",7140
"8555","MZP_000008286",2,1,"MZP_000008286","parent",7141
"8556","MZP_000008290",2,1,"MZP_000008290","parent",7145
"8557","MZP_000008291",2,1,"MZP_000008291","parent",7146
"8558","MZP_000008292",2,1,"MZP_000008292","parent",7147
"8559","MZP_000008294",2,1,"MZP_000008294","parent",7149
"8560","MZP_000008298",2,1,"MZP_000008298","parent",7153
"8561","MZP_000008299",2,1,"MZP_000008299","parent",7154
"8562","MZP_000008301",2,1,"MZP_000008301","parent",7156
"8563","MZP_000008308",2,1,"MZP_000008308","parent",7163
"8564","MZP_000008309",2,1,"MZP_000008309","parent",7164
"8565","MZP_000008311",2,1,"MZP_000008311","parent",7166
"8566","MZP_000008312",2,1,"MZP_000008312","parent",7167
"8567","MZP_000008317",2,1,"MZP_000008317","parent",7172
"8568","MZP_000008318",2,1,"MZP_000008318","parent",7173
"8569","MZP_000008319",2,1,"MZP_000008319","parent",7174
"8570","MZP_000008325",2,1,"MZP_000008325","parent",7180
"8571","MZP_000008326",2,1,"MZP_000008326","parent",7181
"8572","MZP_000008327",2,1,"MZP_000008327","parent",7182
"8573","MZP_000008329",2,1,"MZP_000008329","parent",7184
"8574","MZP_000008331",2,1,"MZP_000008331","parent",7186
"8575","MZP_000008333",2,1,"MZP_000008333","parent",7188
"8576","MZP_000008336",4,2,"MZP_000008336","parent",4632
"8577","MZP_000008337",2,1,"MZP_000008337","parent",7191
"8578","MZP_000008340",2,1,"MZP_000008340","parent",7194
"8579","MZP_000008341",2,1,"MZP_000008341","parent",7195
"8580","MZP_000008342",2,1,"MZP_000008342","parent",7196
"8581","MZP_000008344",2,1,"MZP_000008344","parent",7198
"8582","MZP_000008345",2,1,"MZP_000008345","parent",7199
"8583","MZP_000008349",2,1,"MZP_000008349","parent",7203
"8584","MZP_000008352",2,1,"MZP_000008352","parent",7206
"8585","MZP_000008356",2,1,"MZP_000008356","parent",7210
"8586","MZP_000008359",2,1,"MZP_000008359","parent",7213
"8587","MZP_000008362",2,1,"MZP_000008362","parent",7216
"8588","MZP_000008369",2,1,"MZP_000008369","parent",7223
"8589","MZP_000008371",2,1,"MZP_000008371","parent",7225
"8590","MZP_000008372",2,1,"MZP_000008372","parent",7226
"8591","MZP_000008374",2,1,"MZP_000008374","parent",7228
"8592","MZP_000008379",2,1,"MZP_000008379","parent",7233
"8593","MZP_000008383",2,1,"MZP_000008383","parent",7237
"8594","MZP_000008392",2,1,"MZP_000008392","parent",7246
"8595","MZP_000008398",2,1,"MZP_000008398","parent",7252
"8596","MZP_000008399",2,1,"MZP_000008399","parent",7253
"8597","MZP_000008427",2,1,"MZP_000008427","parent",7281
"8598","MZP_000008427",2,1,"MZP_000008427","parent",7281
"8599","MZP_000008428",2,1,"MZP_000008428","parent",7282
"8600","MZP_000008429",2,1,"MZP_000008429","parent",7283
"8601","MZP_000008432",2,1,"MZP_000008432","parent",7286
"8602","MZP_000008433",2,1,"MZP_000008433","parent",7287
"8603","MZP_000008434",2,1,"MZP_000008434","parent",7288
"8604","MZP_000008435",2,1,"MZP_000008435","parent",7289
"8605","MZP_000008436",2,1,"MZP_000008436","parent",7290
"8606","MZP_000008440",2,1,"MZP_000008440","parent",7294
"8607","MZP_000008441",2,1,"MZP_000008441","parent",7295
"8608","MZP_000008442",2,1,"MZP_000008442","parent",7296
"8609","MZP_000008443",2,1,"MZP_000008443","parent",7297
"8610","MZP_000008445",2,1,"MZP_000008445","parent",7299
"8611","MZP_000008447",2,1,"MZP_000008447","parent",7301
"8612","MZP_000008448",2,1,"MZP_000008448","parent",7302
"8613","MZP_000008451",2,1,"MZP_000008451","parent",7305
"8614","MZP_000008454",2,1,"MZP_000008454","parent",7308
"8615","MZP_000008458",2,1,"MZP_000008458","parent",7312
"8616","MZP_000008464",2,1,"MZP_000008464","parent",7318
"8617","MZP_000008465",2,1,"MZP_000008465","parent",7319
"8618","MZP_000008468",2,1,"MZP_000008468","parent",7322
"8619","MZP_000008469",2,1,"MZP_000008469","parent",7323
"8620","MZP_000008473",2,1,"MZP_000008473","parent",7327
"8621","MZP_000008475",2,1,"MZP_000008475","parent",7329
"8622","MZP_000008478",2,1,"MZP_000008478","parent",7332
"8623","MZP_000008485",2,1,"MZP_000008485","parent",7339
"8624","MZP_000008486",2,1,"MZP_000008486","parent",7340
"8625","MZP_000008487",2,1,"MZP_000008487","parent",7341
"8626","MZP_000008489",2,1,"MZP_000008489","parent",7343
"8627","MZP_000008490",2,1,"MZP_000008490","parent",7344
"8628","MZP_000008493",2,1,"MZP_000008493","parent",7347
"8629","MZP_000008494",2,1,"MZP_000008494","parent",7348
"8630","MZP_000008497",2,1,"MZP_000008497","parent",7351
"8631","MZP_000008498",2,1,"MZP_000008498","parent",7352
"8632","MZP_000008501",2,1,"MZP_000008501","parent",7355
"8633","MZP_000008502",2,1,"MZP_000008502","parent",7356
"8634","MZP_000008503",2,1,"MZP_000008503","parent",7357
"8635","MZP_000008504",2,1,"MZP_000008504","parent",7358
"8636","MZP_000008507",2,1,"MZP_000008507","parent",7361
"8637","MZP_000008510",2,1,"MZP_000008510","parent",7364
"8638","MZP_000008512",2,1,"MZP_000008512","parent",7366
"8639","MZP_000008514",2,1,"MZP_000008514","parent",7368
"8640","MZP_000008518",2,1,"MZP_000008518","parent",7372
"8641","MZP_000008520",2,1,"MZP_000008520","parent",7374
"8642","MZP_000008521",2,1,"MZP_000008521","parent",7375
"8643","MZP_000008523",2,1,"MZP_000008523","parent",7377
"8644","MZP_000008524",2,1,"MZP_000008524","parent",7378
"8645","MZP_000008528",2,1,"MZP_000008528","parent",7382
"8646","MZP_000008531",4,2,"MZP_000008531","parent",4633
"8647","MZP_000008533",2,1,"MZP_000008533","parent",7386
"8648","MZP_000008534",2,1,"MZP_000008534","parent",7387
"8649","MZP_000008540",2,1,"MZP_000008540","parent",7393
"8650","MZP_000008543",2,1,"MZP_000008543","parent",7396
"8651","MZP_000008545",2,1,"MZP_000008545","parent",7398
"8652","MZP_000008546",2,1,"MZP_000008546","parent",7399
"8653","MZP_000008550",2,1,"MZP_000008550","parent",7403
"8654","MZP_000008552",2,1,"MZP_000008552","parent",7405
"8655","MZP_000008553",2,1,"MZP_000008553","parent",7406
"8656","MZP_000008555",2,1,"MZP_000008555","parent",7408
"8657","MZP_000008557",2,1,"MZP_000008557","parent",7410
"8658","MZP_000008558",8,3,"MZP_000008558","parent",3475
"8659","MZP_000008560",2,1,"MZP_000008560","parent",7412
"8660","MZP_000008563",2,1,"MZP_000008563","parent",7415
"8661","MZP_000008565",2,1,"MZP_000008565","parent",7417
"8662","MZP_000008567",2,1,"MZP_000008567","parent",7419
"8663","MZP_000008569",2,1,"MZP_000008569","parent",7421
"8664","MZP_000008573",2,1,"MZP_000008573","parent",7425
"8665","MZP_000008577",2,1,"MZP_000008577","parent",7429
"8666","MZP_000008580",2,1,"MZP_000008580","parent",7432
"8667","MZP_000008581",2,1,"MZP_000008581","parent",7433
"8668","MZP_000008584",2,1,"MZP_000008584","parent",7436
"8669","MZP_000008585",2,1,"MZP_000008585","parent",7437
"8670","MZP_000008589",2,1,"MZP_000008589","parent",7441
"8671","MZP_000004570",2,1,"MZP_000008592","pseudogene",6057
"8672","MZP_000008592",2,1,"MZP_000008592","parent",7444
"8673","MZP_000008593",2,1,"MZP_000008593","parent",7445
"8674","MZP_000008597",2,1,"MZP_000008597","parent",7449
"8675","MZP_000008601",2,1,"MZP_000008601","parent",7453
"8676","MZP_000008607",2,1,"MZP_000008607","parent",7459
"8677","MZP_000008608",2,1,"MZP_000008608","parent",7460
"8678","MZP_000008609",2,1,"MZP_000008609","parent",7461
"8679","MZP_000008613",2,1,"MZP_000008613","parent",7465
"8680","MZP_000008614",2,1,"MZP_000008614","parent",7466
"8681","MZP_000008620",2,1,"MZP_000008620","parent",7472
"8682","MZP_000008622",2,1,"MZP_000008622","parent",7474
"8683","MZP_000008625",2,1,"MZP_000008625","parent",7477
"8684","MZP_000008626",2,1,"MZP_000008626","parent",7478
"8685","MZP_000008629",2,1,"MZP_000008629","parent",7481
"8686","MZP_000008631",2,1,"MZP_000008631","parent",7483
"8687","MZP_000008632",2,1,"MZP_000008632","parent",7484
"8688","MZP_000008639",4,3,"MZP_000008639","parent",4477
"8689","MZP_000008640",2,1,"MZP_000008640","parent",7491
"8690","MZP_000008648",2,1,"MZP_000008648","parent",7499
"8691","MZP_000008649",2,1,"MZP_000008649","parent",7500
"8692","MZP_000008650",2,1,"MZP_000008650","parent",7501
"8693","MZP_000008652",2,1,"MZP_000008652","parent",7503
"8694","MZP_000008653",2,1,"MZP_000008653","parent",7504
"8695","MZP_000008656",2,1,"MZP_000008656","parent",7507
"8696","MZP_000008657",2,1,"MZP_000008657","parent",7508
"8697","MZP_000008658",2,1,"MZP_000008658","parent",7509
"8698","MZP_000008661",2,1,"MZP_000008661","parent",7512
"8699","MZP_000008664",2,1,"MZP_000008664","parent",7515
"8700","MZP_000008628",2,1,"MZP_000008672","pseudogene",7480
"8701","MZP_000008672",2,1,"MZP_000008672","parent",7523
"8702","MZP_000008673",2,1,"MZP_000008673","parent",7524
"8703","MZP_000008674",2,1,"MZP_000008674","parent",7525
"8704","MZP_000008677",2,1,"MZP_000008677","parent",7528
"8705","MZP_000008678",2,1,"MZP_000008678","parent",7529
"8706","MZP_000008686",2,1,"MZP_000008686","parent",7537
"8707","MZP_000008687",2,1,"MZP_000008687","parent",7538
"8708","MZP_000008688",2,1,"MZP_000008688","parent",7539
"8709","MZP_000008691",2,1,"MZP_000008691","parent",7542
"8710","MZP_000008692",2,1,"MZP_000008692","parent",7543
"8711","MZP_000008693",2,1,"MZP_000008693","parent",7544
"8712","MZP_000008696",2,1,"MZP_000008696","parent",7547
"8713","MZP_000008697",2,1,"MZP_000008697","parent",7548
"8714","MZP_000008698",2,1,"MZP_000008698","parent",7549
"8715","MZP_000008699",2,1,"MZP_000008699","parent",7550
"8716","MZP_000008700",2,1,"MZP_000008700","parent",7551
"8717","MZP_000008703",2,1,"MZP_000008703","parent",7554
"8718","MZP_000008706",2,1,"MZP_000008706","parent",7557
"8719","MZP_000008709",2,1,"MZP_000008709","parent",7560
"8720","MZP_000008710",2,1,"MZP_000008710","parent",7561
"8721","MZP_000008711",2,1,"MZP_000008711","parent",7562
"8722","MZP_000008713",2,1,"MZP_000008713","parent",7564
"8723","MZP_000008714",2,1,"MZP_000008714","parent",7565
"8724","MZP_000008715",2,1,"MZP_000008715","parent",7566
"8725","MZP_000008716",9,4,"MZP_000008716","parent",3315
"8726","MZP_000008718",2,1,"MZP_000008718","parent",7568
"8727","MZP_000004607",2,1,"MZP_000008719","pseudogene",6093
"8728","MZP_000008719",2,1,"MZP_000008719","parent",7569
"8729","MZP_000008721",2,1,"MZP_000008721","parent",7571
"8730","MZP_000008722",2,1,"MZP_000008722","parent",7572
"8731","MZP_000008726",2,1,"MZP_000008726","parent",7576
"8732","MZP_000008727",2,1,"MZP_000008727","parent",7577
"8733","MZP_000008728",2,1,"MZP_000008728","parent",7578
"8734","MZP_000008729",2,1,"MZP_000008729","parent",7579
"8735","MZP_000008730",2,1,"MZP_000008730","parent",7580
"8736","MZP_000008731",2,1,"MZP_000008731","parent",7581
"8737","MZP_000008733",2,1,"MZP_000008733","parent",7583
"8738","MZP_000008737",2,1,"MZP_000008737","parent",7587
"8739","MZP_000008739",2,1,"MZP_000008739","parent",7589
"8740","MZP_000008740",2,1,"MZP_000008740","parent",7590
"8741","MZP_000008742",2,1,"MZP_000008742","parent",7592
"8742","MZP_000008745",2,1,"MZP_000008745","parent",7595
"8743","MZP_000008746",2,1,"MZP_000008746","parent",7596
"8744","MZP_000008747",2,1,"MZP_000008747","parent",7597
"8745","MZP_000008750",2,1,"MZP_000008750","parent",7600
"8746","MZP_000008754",2,1,"MZP_000008754","parent",7604
"8747","MZP_000008755",2,1,"MZP_000008755","parent",7605
"8748","MZP_000008756",2,1,"MZP_000008756","parent",7606
"8749","MZP_000008761",2,1,"MZP_000008761","parent",7611
"8750","MZP_000008765",2,1,"MZP_000008765","parent",7615
"8751","MZP_000008766",2,1,"MZP_000008766","parent",7616
"8752","MZP_000008771",2,1,"MZP_000008771","parent",7621
"8753","MZP_000008776",2,1,"MZP_000008776","parent",7626
"8754","MZP_000008777",2,1,"MZP_000008777","parent",7627
"8755","MZP_000008778",2,1,"MZP_000008778","parent",7628
"8756","MZP_000008779",2,1,"MZP_000008779","parent",7629
"8757","MZP_000008781",2,1,"MZP_000008781","parent",7631
"8758","MZP_000008782",2,1,"MZP_000008782","parent",7632
"8759","MZP_000008784",2,1,"MZP_000008784","parent",7634
"8760","MZP_000008785",2,1,"MZP_000008785","parent",7635
"8761","MZP_000008787",2,1,"MZP_000008787","parent",7637
"8762","MZP_000008788",2,1,"MZP_000008788","parent",7638
"8763","MZP_000008789",2,1,"MZP_000008789","parent",7639
"8764","MZP_000008791",2,1,"MZP_000008791","parent",7641
"8765","MZP_000008792",2,1,"MZP_000008792","parent",7642
"8766","MZP_000008798",2,1,"MZP_000008798","parent",7648
"8767","MZP_000008801",2,1,"MZP_000008801","parent",7651
"8768","MZP_000008803",2,1,"MZP_000008803","parent",7653
"8769","MZP_000008804",2,1,"MZP_000008804","parent",7654
"8770","MZP_000008807",2,1,"MZP_000008807","parent",7657
"8771","MZP_000008808",2,1,"MZP_000008808","parent",7658
"8772","MZP_000008809",2,1,"MZP_000008809","parent",7659
"8773","MZP_000008810",2,1,"MZP_000008810","parent",7660
"8774","MZP_000008812",2,1,"MZP_000008812","parent",7662
"8775","MZP_000008813",2,1,"MZP_000008813","parent",7663
"8776","MZP_000008817",2,1,"MZP_000008817","parent",7667
"8777","MZP_000008820",2,1,"MZP_000008820","parent",7670
"8778","MZP_000008821",2,1,"MZP_000008821","parent",7671
"8779","MZP_000008823",2,1,"MZP_000008823","parent",7673
"8780","MZP_000008825",2,1,"MZP_000008825","parent",7675
"8781","MZP_000008828",2,1,"MZP_000008828","parent",7678
"8782","MZP_000008830",2,1,"MZP_000008830","parent",7680
"8783","MZP_000008836",2,1,"MZP_000008836","parent",7686
"8784","MZP_000008837",2,1,"MZP_000008837","parent",7687
"8785","MZP_000008839",2,1,"MZP_000008841","pseudogene",7689
"8786","MZP_000008845",2,1,"MZP_000008845","parent",7695
"8787","MZP_000008848",2,1,"MZP_000008848","parent",7698
"8788","MZP_000008849",5,2,"MZP_000008849","parent",4319
"8789","MZP_000008850",2,1,"MZP_000008850","parent",7699
"8790","MZP_000008855",2,1,"MZP_000008855","parent",7704
"8791","MZP_000008856",2,1,"MZP_000008856","parent",7705
"8792","MZP_000008857",2,1,"MZP_000008857","parent",7706
"8793","MZP_000008858",2,1,"MZP_000008858","parent",7707
"8794","MZP_000008859",2,1,"MZP_000008859","parent",7708
"8795","MZP_000008861",2,1,"MZP_000008861","parent",7709
"8796","MZP_000008862",2,1,"MZP_000008862","parent",7710
"8797","MZP_000008866",2,1,"MZP_000008866","parent",7714
"8798","MZP_000008867",2,1,"MZP_000008867","parent",7715
"8799","MZP_000008869",2,1,"MZP_000008869","parent",7717
"8800","MZP_000008870",2,1,"MZP_000008870","parent",7718
"8801","MZP_000008871",2,1,"MZP_000008871","parent",7719
"8802","MZP_000008874",2,1,"MZP_000008874","parent",7722
"8803","MZP_000008877",2,1,"MZP_000008877","parent",7725
"8804","MZP_000008878",2,1,"MZP_000008878","parent",7726
"8805","MZP_000008882",2,1,"MZP_000008882","parent",7730
"8806","MZP_000008888",2,1,"MZP_000008888","parent",7736
"8807","MZP_000008889",2,1,"MZP_000008889","parent",7737
"8808","MZP_000008892",2,1,"MZP_000008892","parent",7740
"8809","MZP_000008893",2,1,"MZP_000008893","parent",7741
"8810","MZP_000008896",4,1,"MZP_000008896","parent",5179
"8811","MZP_000008897",2,1,"MZP_000008897","parent",7744
"8812","MZP_000008899",2,1,"MZP_000008899","parent",7746
"8813","MZP_000008903",2,1,"MZP_000008903","parent",7750
"8814","MZP_000008903",2,1,"MZP_000008903","parent",7750
"8815","MZP_000008906",2,1,"MZP_000008906","parent",7753
"8816","MZP_000008908",2,1,"MZP_000008908","parent",7755
"8817","MZP_000008909",2,1,"MZP_000008909","parent",7756
"8818","MZP_000008913",2,1,"MZP_000008913","parent",7760
"8819","MZP_000008916",2,1,"MZP_000008916","parent",7763
"8820","MZP_000008919",2,1,"MZP_000008919","parent",7766
"8821","MZP_000008923",2,1,"MZP_000008923","parent",7770
"8822","MZP_000008928",2,1,"MZP_000008928","parent",7775
"8823","MZP_000008929",2,1,"MZP_000008929","parent",7776
"8824","MZP_000008930",2,1,"MZP_000008930","parent",7777
"8825","MZP_000008931",2,1,"MZP_000008931","parent",7778
"8826","MZP_000008934",2,1,"MZP_000008934","parent",7781
"8827","MZP_000008935",2,1,"MZP_000008935","parent",7782
"8828","MZP_000008937",2,1,"MZP_000008937","parent",7784
"8829","MZP_000008941",2,1,"MZP_000008941","parent",7788
"8830","MZP_000008943",2,1,"MZP_000008943","parent",7790
"8831","MZP_000008950",2,1,"MZP_000008950","parent",7797
"8832","MZP_000008953",2,1,"MZP_000008953","parent",7800
"8833","MZP_000008958",2,1,"MZP_000008958","parent",7805
"8834","MZP_000008959",2,1,"MZP_000008959","parent",7806
"8835","MZP_000008962",2,1,"MZP_000008962","parent",7809
"8836","MZP_000008964",2,1,"MZP_000008964","parent",7811
"8837","MZP_000008965",4,3,"MZP_000008965","parent",4478
"8838","MZP_000008968",2,1,"MZP_000008968","parent",7814
"8839","MZP_000008970",2,1,"MZP_000008970","parent",7816
"8840","MZP_000008971",2,1,"MZP_000008971","parent",7817
"8841","MZP_000008974",2,1,"MZP_000008974","parent",7820
"8842","MZP_000008979",2,1,"MZP_000008979","parent",7825
"8843","MZP_000008982",2,1,"MZP_000008982","parent",7828
"8844","MZP_000008984",2,1,"MZP_000008984","parent",7830
"8845","MZP_000008987",2,1,"MZP_000008987","parent",7833
"8846","MZP_000008990",2,1,"MZP_000008990","parent",7836
"8847","MZP_000008955",2,1,"MZP_000008992","pseudogene",7802
"8848","MZP_000009017",2,1,"MZP_000008992","pseudogene",7863
"8849","MZP_000009030",2,1,"MZP_000008992","pseudogene",7876
"8850","MZP_000008992",2,1,"MZP_000008992","parent",7838
"8851","MZP_000008993",2,1,"MZP_000008993","parent",7839
"8852","MZP_000008998",2,1,"MZP_000008998","parent",7844
"8853","MZP_000009003",2,1,"MZP_000009003","parent",7849
"8854","MZP_000009004",2,1,"MZP_000009004","parent",7850
"8855","MZP_000009008",2,1,"MZP_000009008","parent",7854
"8856","MZP_000009012",2,1,"MZP_000009012","parent",7858
"8857","MZP_000009022",2,1,"MZP_000009022","parent",7868
"8858","MZP_000009029",2,1,"MZP_000009029","parent",7875
"8859","MZP_000009034",2,1,"MZP_000009034","parent",7880
"8860","MZP_000009035",2,1,"MZP_000009035","parent",7881
"8861","MZP_000009039",2,1,"MZP_000009039","parent",7885
"8862","MZP_000009042",2,1,"MZP_000009042","parent",7888
"8863","MZP_000009043",2,1,"MZP_000009043","parent",7889
"8864","MZP_000009045",2,1,"MZP_000009045","parent",7891
"8865","MZP_000009048",2,1,"MZP_000009048","parent",7894
"8866","MZP_000009050",2,1,"MZP_000009050","parent",7896
"8867","MZP_000009053",2,1,"MZP_000009053","parent",7899
"8868","MZP_000009054",2,1,"MZP_000009054","parent",7900
"8869","MZP_000009061",2,1,"MZP_000009061","parent",7907
"8870","MZP_000009072",2,1,"MZP_000009072","parent",7918
"8871","MZP_000009073",2,1,"MZP_000009073","parent",7919
"8872","MZP_000009075",2,1,"MZP_000009075","parent",7921
"8873","MZP_000009078",2,1,"MZP_000009078","parent",7924
"8874","MZP_000009079",2,1,"MZP_000009079","parent",7925
"8875","MZP_000009080",2,1,"MZP_000009080","parent",7926
"8876","MZP_000009085",2,1,"MZP_000009085","parent",7931
"8877","MZP_000009086",2,1,"MZP_000009086","parent",7932
"8878","MZP_000009087",2,1,"MZP_000009087","parent",7933
